id,text,commodity_id,writer,date,recommend
787,This round of purchase quite disappointing as the size and cutting is so different. Even puchase with 2xxL n 3xxxL. Still very tight to sèems to be L size. Maybe supplier got mixed up with their size label.,1,*******,2016/12/12,Not Recommend
788,Received it on 09 Dec 2016. It take about 1 week plus to reach me. Had not try on it yet. material look good.,1,*******,2016/12/12,Recommend
789,"Material is not suitable for local weather, some pieces with cutting at the smallest error margin making it 1 to 2 sizes smaller. not recommend to buy from seller.",1,*******,2016/12/12,netural
790,Slightly Long delivery. Good price.,1,*******,2016/12/11,Highly Recommend
791,thanks l received and shipping fast,1,*******,2016/12/11,Highly Recommend
792,"Received 4 items as per order.\
Ordered 1 size bigger. Happy with goods received.",1,*******,2016/12/11,Highly Recommend
793,Good condition but waited long for delivery,1,*******,2016/12/11,netural
794,Received with thanks! Quality is good,1,*******,2016/12/11,Highly Recommend
795,Item received thank seller!:),1,*******,2016/12/11,Highly Recommend
796,Items received in good condition and delivery takes less than 5 days.,1,*******,2016/12/10,Highly Recommend
797,Very fast delivery and the items were a perfect fit.,1,*******,2016/12/10,Highly Recommend
798,Items received in good condition. Thanks seller.,1,*******,2016/12/10,Recommend
799,Fast delivery and the item is all in correct size.,1,*******,2016/12/10,Highly Recommend
800,"Received order items, Quality so so.........",1,*******,2016/12/10,Highly Recommend
801,Items are same as shown in the picture. Delivery was faster than expected,1,*******,2016/12/10,Recommend
802,material is very good and will consider to buy more,1,*******,2016/12/10,Highly Recommend
803,Received in good condition,1,*******,2016/12/10,Highly Recommend
804,Size is perfect look ok for the material too.,1,*******,2016/12/10,Highly Recommend
805,Sizes were quite accurate at this time for my order but wouldn't hurt to always plan for one size bigger. Delivery as per usual is fast. Will order again.,1,*******,2016/12/10,Recommend
806,Delivery was relatively fast and quality is good.,1,*******,2016/12/10,Highly Recommend
807,Item well received and nicely packed. Thanks seller.,1,*******,2016/12/10,Highly Recommend
808,"The price is considered reasonable and out of the 4 dresses, 3 looks good. Only 1 looks a bit different from the photo...",1,*******,2016/12/10,Recommend
809,Material for blouse is not very good but pant is good,1,*******,2016/12/10,Recommend
810,"Out of 4 item purchased, 1 was not received,n the other 3 sizing is not as stated.\
Too Small!",1,*******,2016/12/10,Not Recommend
811,took abit longer to arrive but quality is good.,1,*******,2016/12/9,Highly Recommend
812,"My mum love the design, arrange to second purchase....",1,*******,2016/12/9,Highly Recommend
813,Items received in good condition,1,*******,2016/12/9,Highly Recommend
814,Nice I like it thanks seller.,1,*******,2016/12/9,Highly Recommend
815,Well packed. Material ok worth the price.,1,*******,2016/12/9,Recommend
816,"for the price,  cannot complain.  good for casual.",1,*******,2016/12/9,Recommend
817,The material is too thin for jacket n the sewing was bad!!,1,*******,2016/12/9,netural
818,Item delivered as described,1,*******,2016/12/9,Highly Recommend
819,"Received items in good condition. Material for some pcs are very thick, not suitable for SG weather. Other than that, all are good. Will order again. Thanks seller!",1,*******,2016/12/9,Recommend
820,"received what i ordered.  even though 1 piece has a defect, seller is willing to propose solution.",1,*******,2016/12/9,Highly Recommend
821,It took about 2 weeks for delivery.,1,*******,2016/12/8,Recommend
822,Fast delivery.. the sweaters are value for $,1,*******,2016/12/8,Recommend
823,Super slow delivery. No complain for the price paid,1,*******,2016/12/8,Recommend
824,Nice but my mom looks fat on her.  Should order black and one size smaller for her.,1,*******,2016/12/8,Recommend
825,"Fast delivery, thanks seller.",1,*******,2016/12/8,Highly Recommend
826,Items received. Thx seller.,1,*******,2016/12/8,Highly Recommend
827,"Items came in different sizes from what I've ordered. L, XL, XXL ???? What's going on???",1,*******,2016/12/8,netural
828,Finally recd the items.  Size was ok.,1,*******,2016/12/8,Highly Recommend
829,Received products in very good condition and exactly seen on the webpage.,1,*******,2016/12/8,Highly Recommend
830,Some dresses are wide but short. Material of dress is good for the price paid.,1,*******,2016/12/8,Recommend
831,fast delivery good quality nice colour,1,*******,2016/12/8,Recommend
832,FAST Delivery.... THANK SELLER,1,*******,2016/12/8,Highly Recommend
833,size is too big think measurement not really accurate,1,*******,2016/12/8,netural
834,Poor quality.. no worth it!!!,1,*******,2016/12/8,netural
835,Nice dress  thank you....,1,*******,2016/12/8,Highly Recommend
836,Received my items. Very happy with purchase.,1,*******,2016/12/7,Highly Recommend
837,"Repeat a order skirt as the size too small, now get my size. This black one a bit bigger but very satisfied, going to alter it. Another one buy for my friend.",1,*******,2016/12/7,Recommend
838,"Delivery took 1 week to reach my house , thanks seller.",1,*******,2016/12/7,Recommend
839,Received the item in good condition.,1,*******,2016/12/7,Highly Recommend
840,Good will purchase again,1,*******,2016/12/7,Highly Recommend
841,Items received in good condition,1,*******,2016/12/7,Recommend
842,Most of dresses do not have lining and aren't very thick. Material is so-so and value for money,1,*******,2016/12/7,Recommend
843,Like the item.........,1,*******,2016/12/7,Highly Recommend
844,"fast delivery , affordable price . i like the material , and the size is okayy according to chart .",1,*******,2016/12/7,Highly Recommend
845,Tnxitems rcvd in good cndtion,1,*******,2016/12/7,Recommend
846,Items received in good condition. Thanks.,1,*******,2016/12/7,Recommend
847,Received in good condition. Yet to try the size.,1,*******,2016/12/7,netural
